subscription_id,total_usage_count,avg_usage_duration_secs,total_errors,beta_feature_events,unique_features_used,account_id,plan_tier,churn_flag,mrr_amount,arr_amount,industry,referral_source
S-d925e2,59,4191.833333333333,0,1,6,A-ce550d,Pro,0,1715,20580,HealthTech,event
S-d933e7,129,2169.3846153846152,4,0,12,A-fdfc91,Pro,0,1421,17052,Cybersecurity,ads
S-d93967,32,2863.3333333333335,1,0,2,A-075038,Pro,0,2450,29400,HealthTech,ads
S-d959d3,43,2921.25,0,0,4,A-3b5cd1,Enterprise,0,4179,50148,FinTech,event
S-d9659f,67,2864.714285714286,3,1,7,A-aa9511,Enterprise,0,4577,54924,DevTools,other
S-d96652,26,1477.3333333333333,3,0,3,A-503d5a,Enterprise,0,0,0,FinTech,other
S-d97185,58,3558.0,1,0,5,A-592832,Pro,0,1813,21756,Cybersecurity,organic
S-d97c5f,29,1508.3333333333333,6,1,3,A-533452,Pro,0,4949,59388,DevTools,organic
S-d97fa8,61,3175.3333333333335,1,0,6,A-508199,Basic,0,361,4332,FinTech,event
S-d97ff1,28,3204.6666666666665,7,0,3,A-7d514c,Basic,0,323,3876,HealthTech,organic
S-d9821f,42,4320.5,3,0,4,A-faa28c,Basic,0,912,10944,HealthTech,organic
S-d98caa,33,3576.6666666666665,2,0,3,A-09316c,Enterprise,0,13930,167160,FinTech,organic
S-d9ad28,45,3858.8,1,0,5,A-4f18f0,Pro,0,1176,14112,DevTools,other
S-d9d52b,54,3140.6666666666665,11,2,6,A-22d9d2,Pro,0,1470,17640,DevTools,event
S-d9d6ac,79,2527.0,2,0,7,A-054577,Enterprise,0,597,7164,EdTech,ads
S-d9e0d1,88,2919.25,0,1,6,A-812c5b,Basic,0,1045,12540,DevTools,organic
S-d9eb73,44,2692.3333333333335,3,0,5,A-32fb14,Basic,0,0,0,DevTools,event
S-d9f26e,75,4503.166666666667,1,0,6,A-b7724f,Basic,0,551,6612,HealthTech,organic
S-d9f518,55,2562.8,2,1,5,A-09540c,Pro,0,3283,39396,Cybersecurity,event
S-da0a69,93,2659.625,6,2,8,A-49b828,Pro,0,294,3528,FinTech,ads
S-da0b9b,56,3901.2,5,0,5,A-3a7284,Pro,1,1617,19404,FinTech,organic
S-da0c62,76,4225.285714285715,4,1,6,A-d4ac0e,Enterprise,0,0,0,DevTools,ads
S-da0fb6,30,2370.0,1,0,3,A-d77f4c,Enterprise,0,10945,131340,DevTools,partner
S-da164e,42,2040.8,2,0,5,A-9174e0,Pro,0,1813,21756,Cybersecurity,partner
S-da198f,97,3087.0,2,1,9,A-b07346,Basic,0,969,11628,HealthTech,partner
S-da2f0b,94,2539.125,2,2,8,A-8145a0,Enterprise,0,2388,28656,Cybersecurity,partner
S-da3b68,89,2567.125,3,1,7,A-5c046d,Enterprise,0,18507,222084,EdTech,partner
S-da4a98,84,3266.375,6,1,7,A-d4e0d4,Basic,0,2223,26676,FinTech,other
S-da7360,48,2994.6,3,3,5,A-075038,Basic,0,798,9576,HealthTech,ads
S-da78bb,17,3464.0,3,0,1,A-712426,Basic,0,171,2052,HealthTech,other
S-da7f1f,66,1739.5,4,1,6,A-1f0ac7,Pro,0,1176,14112,HealthTech,other
S-da8d5f,50,2598.4,2,0,5,A-55f257,Pro,0,686,8232,FinTech,organic
S-da9362,72,2724.75,8,0,8,A-b2225d,Basic,0,893,10716,FinTech,ads
S-da9d5f,78,2766.285714285714,9,0,7,A-a33200,Basic,0,551,6612,HealthTech,partner
S-da9f05,69,2615.5714285714284,2,0,7,A-151c9a,Pro,0,1127,13524,FinTech,ads
S-dab0d5,43,2139.0,0,0,4,A-cc1d8d,Basic,0,0,0,FinTech,other
S-dab0d8,26,4202.666666666667,0,0,3,A-439b2f,Basic,0,114,1368,DevTools,ads
S-dabcd2,85,2997.3,4,2,8,A-3ce5b8,Pro,0,0,0,FinTech,ads
S-dacbda,49,4344.0,2,1,5,A-1f559b,Pro,0,882,10584,HealthTech,organic
S-dacc80,97,3463.8888888888887,0,0,8,A-6965e1,Basic,0,247,2964,DevTools,organic
S-dad08c,74,2942.5714285714284,4,1,7,A-977ca0,Pro,0,0,0,HealthTech,partner
S-daf6aa,44,4422.75,1,0,4,A-098560,Basic,0,760,9120,DevTools,ads
S-daf6b3,45,4573.25,4,0,4,A-8bde0c,Pro,0,588,7056,DevTools,organic
S-dafec3,25,1231.0,3,0,3,A-684255,Enterprise,0,1791,21492,FinTech,ads
S-db0f41,44,3248.8,3,1,5,A-afa505,Enterprise,0,13930,167160,DevTools,partner
S-db37e1,41,3130.6,3,1,5,A-4a267b,Enterprise,0,12537,150444,FinTech,other
S-db3856,40,6083.333333333333,1,0,3,A-ccabf0,Pro,0,1029,12348,HealthTech,organic
S-db3e30,56,2542.3333333333335,5,1,6,A-40de06,Basic,0,532,6384,Cybersecurity,event
S-db47af,46,2437.0,4,0,5,A-d535f6,Basic,0,1026,12312,DevTools,organic
S-db4e11,63,1027.5,6,2,5,A-49b828,Pro,0,686,8232,FinTech,ads
S-db56d2,42,3417.0,1,0,4,A-c1dfe1,Basic,1,494,5928,DevTools,ads
S-db6454,26,1916.3333333333333,6,0,3,A-0f3e88,Basic,0,209,2508,HealthTech,other
S-db7a77,69,2948.8333333333335,2,1,6,A-7df7a7,Enterprise,0,2985,35820,DevTools,organic
S-db7a97,21,2866.5,3,0,2,A-e60f9d,Enterprise,0,9552,114624,FinTech,other
S-db7c1d,87,3359.8888888888887,7,2,7,A-4814a3,Basic,0,1653,19836,Cybersecurity,event
S-db94ad,53,3326.8,4,1,4,A-313be3,Enterprise,0,0,0,EdTech,partner
S-dbad62,17,2502.5,2,1,2,A-58b9ff,Basic,0,228,2736,DevTools,partner
S-dbb8b9,35,2414.3333333333335,2,1,3,A-58b9ff,Pro,0,98,1176,DevTools,partner
S-dbc1ca,34,2323.25,5,1,4,A-8adedc,Enterprise,0,2786,33432,EdTech,event
S-dbc4d5,77,4286.571428571428,5,0,7,A-751c58,Pro,0,735,8820,FinTech,organic
S-dbceba,79,3355.75,4,1,8,A-3cc791,Pro,0,1764,21168,EdTech,other
S-dbcf87,33,1597.5,0,0,3,A-a8d89d,Enterprise,0,2587,31044,EdTech,ads
S-dbd6b9,114,3323.3,3,0,7,A-cea1f0,Pro,0,0,0,FinTech,event
S-dbde43,48,3779.4,3,3,4,A-54d94a,Pro,0,1323,15876,Cybersecurity,event
S-dbe1b3,32,4560.666666666667,3,0,3,A-40906c,Pro,0,4508,54096,EdTech,ads
S-dbe2ac,7,3759.0,0,0,1,A-5f7781,Basic,0,418,5016,DevTools,other
S-dbee03,49,2930.0,3,0,5,A-49b828,Basic,0,171,2052,FinTech,ads
S-dbf124,10,3230.0,0,0,1,A-659280,Basic,0,247,2964,FinTech,event
S-dc1c10,77,3782.0,3,1,5,A-139c3b,Basic,0,551,6612,HealthTech,organic
S-dc1cf4,89,1799.6666666666667,9,0,8,A-1986ca,Enterprise,0,3980,47760,HealthTech,ads
S-dc2418,40,1735.4,3,0,5,A-35083d,Basic,0,646,7752,HealthTech,partner
S-dc28c6,43,2874.8,4,0,5,A-e7beab,Enterprise,0,0,0,EdTech,organic
S-dc3bbc,24,3420.0,1,0,2,A-80eeb6,Pro,0,1225,14700,Cybersecurity,organic
S-dc3e11,38,1292.5,1,0,4,A-2f6a32,Pro,0,931,11172,HealthTech,organic
S-dc6a2a,37,3984.5,2,0,4,A-309e54,Pro,0,0,0,DevTools,other
S-dc6dfd,33,2622.25,3,2,4,A-e08cd3,Pro,0,3283,39396,FinTech,ads
S-dc7143,57,2723.2,0,0,4,A-3ce5b8,Enterprise,0,2786,33432,FinTech,ads
S-dc77b7,49,1768.6,2,0,5,A-cbd1a3,Basic,0,380,4560,DevTools,other
S-dc86fa,25,1050.6666666666667,3,1,2,A-72799b,Pro,0,0,0,DevTools,event
S-dc8c2f,78,3651.714285714286,3,0,6,A-8b0451,Basic,0,779,9348,FinTech,event
S-dc90ef,57,2669.8333333333335,8,1,4,A-bcf87c,Pro,0,833,9996,FinTech,event
S-dc9874,31,1253.5,1,0,4,A-cc102e,Pro,1,2058,24696,HealthTech,partner
S-dcae52,14,593.0,2,0,2,A-00cac8,Enterprise,0,3980,47760,HealthTech,organic
S-dcbf45,88,2788.125,3,0,8,A-0f3e88,Pro,0,1078,12936,HealthTech,other
S-dcc084,57,2551.0,3,2,6,A-526d93,Basic,0,817,9804,HealthTech,organic
S-dcc1a5,78,3523.1428571428573,4,0,7,A-029f69,Pro,0,1274,15288,Cybersecurity,event
S-dccf50,73,2326.125,6,1,8,A-a09355,Enterprise,0,4577,54924,FinTech,organic
S-dcd084,54,2926.4,7,0,5,A-d27f50,Enterprise,1,9552,114624,Cybersecurity,ads
S-dcde3f,27,1624.25,5,0,4,A-ffc04f,Pro,0,0,0,EdTech,ads
S-dceac6,33,4643.0,2,1,3,A-417d2f,Enterprise,0,796,9552,Cybersecurity,partner
S-dcf449,33,4268.0,4,0,3,A-adc1f3,Enterprise,0,9950,119400,Cybersecurity,organic
S-dd1d46,52,3953.4,7,0,5,A-72799b,Enterprise,0,0,0,DevTools,event
S-dd220e,124,2354.230769230769,4,2,10,A-6da850,Enterprise,0,7363,88356,FinTech,organic
S-dd3b36,72,3954.3333333333335,2,0,6,A-1b7577,Basic,1,76,912,Cybersecurity,other
S-dd5a4c,60,4059.6,4,0,5,A-716841,Basic,0,3059,36708,FinTech,other
S-dd73ac,39,2708.6,7,1,4,A-39b19f,Enterprise,0,2786,33432,FinTech,partner
S-dd80e4,33,3508.6666666666665,2,0,3,A-0532a9,Enterprise,0,4179,50148,FinTech,event
S-dd8371,74,2087.25,3,0,7,A-fa2041,Basic,0,285,3420,HealthTech,organic
S-dd85c4,61,3779.6,1,1,5,A-65c341,Enterprise,1,6169,74028,FinTech,ads
S-dda23d,27,5980.0,1,1,2,A-1b707d,Pro,0,343,4116,Cybersecurity,organic
S-dda681,22,2458.5,2,0,4,A-8bde0c,Pro,0,588,7056,DevTools,organic
S-ddad91,89,3842.5714285714284,0,2,7,A-40906c,Enterprise,0,0,0,EdTech,ads
S-ddb09e,41,3218.75,8,0,4,A-cc1d8d,Enterprise,0,1592,19104,FinTech,other
S-ddbad0,34,3284.6666666666665,0,0,3,A-bad8c1,Basic,0,798,9576,FinTech,organic
S-ddc51c,111,4251.1,3,0,10,A-ad296b,Pro,0,1862,22344,DevTools,event
S-ddf5ff,51,2465.4,1,0,5,A-1f559b,Basic,1,1102,13224,HealthTech,organic
S-de059a,43,1722.5,4,0,4,A-35083d,Enterprise,0,3781,45372,HealthTech,partner
S-de3170,43,1574.75,2,0,4,A-98a59a,Pro,0,2744,32928,FinTech,partner
S-de3416,123,3729.6363636363635,5,3,10,A-0dbdc6,Pro,0,2303,27636,Cybersecurity,other
S-de473d,64,3279.3333333333335,1,0,6,A-e6afc1,Pro,0,294,3528,DevTools,ads
S-de543d,60,3012.5,2,1,6,A-1e50e0,Enterprise,1,0,0,Cybersecurity,other
S-de5d6e,42,2225.6666666666665,2,0,5,A-e36807,Basic,0,494,5928,EdTech,other
S-de66c3,94,5350.0,5,1,7,A-ff3c73,Enterprise,0,0,0,HealthTech,other
S-de6767,61,3150.1666666666665,3,2,6,A-e3bd71,Enterprise,0,6169,74028,Cybersecurity,partner
S-de705a,47,2075.4,0,1,5,A-f44180,Basic,0,0,0,Cybersecurity,event
S-de7a48,57,2534.0,1,1,7,A-ccc747,Pro,1,1127,13524,HealthTech,event
S-de9b4b,31,4533.333333333333,1,1,3,A-600734,Pro,0,1764,21168,DevTools,organic
S-de9ce0,48,3832.75,2,0,4,A-faa28c,Enterprise,1,9552,114624,HealthTech,organic
S-de9e50,83,3487.25,2,1,8,A-67be94,Basic,0,779,9348,EdTech,organic
S-dea1f5,39,3867.6666666666665,2,0,3,A-bb1eaa,Basic,0,399,4788,Cybersecurity,organic
S-deb65c,90,2360.222222222222,10,0,7,A-1f0636,Basic,0,1995,23940,EdTech,partner
S-debbee,43,2638.75,0,1,4,A-3a7284,Basic,1,1387,16644,FinTech,organic
S-dec1fb,60,2660.3333333333335,3,2,5,A-297a2d,Enterprise,0,7164,85968,HealthTech,event
S-decbf7,14,2147.0,0,0,2,A-a33200,Enterprise,0,5771,69252,HealthTech,partner
S-dee62f,44,2422.8,2,0,5,A-524364,Basic,0,228,2736,DevTools,partner
S-df0314,56,2093.0,3,0,6,A-39ddf4,Pro,0,1960,23520,EdTech,partner
S-df147d,48,1527.0,2,0,5,A-940b8b,Enterprise,0,0,0,HealthTech,organic
S-df262a,71,3367.8333333333335,4,1,5,A-43a9e3,Enterprise,0,5572,66864,FinTech,other
S-df2fb8,34,5043.0,0,0,3,A-0e966d,Pro,0,0,0,FinTech,ads
S-df3e3d,51,3249.4,1,0,5,A-44dc83,Enterprise,0,0,0,EdTech,other
S-df5924,119,3757.181818181818,9,0,10,A-443f6f,Pro,1,931,11172,Cybersecurity,organic
S-df69fe,35,2681.6666666666665,0,0,3,A-e7a1e2,Enterprise,0,8756,105072,Cybersecurity,event
S-df819a,73,2586.5,6,0,8,A-ffc04f,Pro,0,980,11760,EdTech,ads
S-df91b0,57,5016.6,1,1,5,A-ba6516,Basic,0,513,6156,FinTech,ads
S-dfa4c8,103,3760.3333333333335,6,1,9,A-eb7fac,Pro,1,343,4116,DevTools,organic
S-dfad0a,18,1599.0,1,0,2,A-7d514c,Basic,0,0,0,HealthTech,organic
S-dfaf24,49,3414.0,0,0,5,A-970c97,Basic,1,513,6156,HealthTech,other
S-dfbd79,43,1537.6666666666667,4,0,6,A-977ca0,Pro,1,686,8232,HealthTech,partner
S-dfd629,17,2131.0,3,0,2,A-7da956,Basic,0,0,0,Cybersecurity,event
S-dfe952,48,3437.4,4,0,5,A-e351e1,Basic,0,627,7524,EdTech,other
S-e002a1,62,4615.0,4,1,6,A-940b8b,Basic,0,0,0,HealthTech,organic
S-e0075b,70,2943.5714285714284,5,2,7,A-b3fe05,Enterprise,0,3383,40596,Cybersecurity,partner
S-e0179e,95,2902.0,8,0,8,A-69fad4,Pro,0,0,0,FinTech,ads
S-e04d93,62,3423.8333333333335,6,0,5,A-5a215a,Enterprise,1,17313,207756,EdTech,other
S-e052d8,50,2665.5,8,1,6,A-4e44e8,Pro,0,0,0,DevTools,ads
S-e05562,49,4265.5,1,0,4,A-075038,Pro,0,833,9996,HealthTech,ads
S-e05ab8,13,2094.0,3,0,2,A-0158bb,Pro,0,1029,12348,FinTech,partner
S-e07b30,27,2888.0,4,0,3,A-029f69,Pro,0,147,1764,Cybersecurity,event
S-e090ae,69,2747.4285714285716,1,1,7,A-e2cd1b,Enterprise,0,2985,35820,DevTools,other
S-e093a9,43,2118.4,0,1,4,A-80eeb6,Pro,0,1078,12936,Cybersecurity,organic
S-e09e04,84,3656.25,6,1,7,A-fda07f,Enterprise,0,2786,33432,Cybersecurity,partner
S-e0a4c5,53,3976.0,1,0,5,A-fabe19,Enterprise,0,0,0,DevTools,ads
S-e0a991,31,4049.0,0,0,3,A-9affe6,Enterprise,0,1393,16716,Cybersecurity,other
S-e0bfb1,56,2541.0,6,0,6,A-029f69,Pro,1,1029,12348,Cybersecurity,event
S-e0cd01,42,3202.2,3,0,5,A-0cc442,Basic,0,855,10260,EdTech,organic
S-e0f238,66,1577.5714285714287,0,0,7,A-463db0,Pro,0,1715,20580,HealthTech,partner
S-e1081c,37,2775.0,5,0,3,A-5fe118,Enterprise,0,7761,93132,Cybersecurity,other
S-e11518,31,3767.0,1,0,3,A-3ce5b8,Pro,0,9261,111132,FinTech,ads
S-e11cde,70,3518.8571428571427,8,1,6,A-0f6450,Enterprise,0,5572,66864,FinTech,other
S-e133a5,33,3109.3333333333335,5,0,3,A-4a4c2d,Basic,1,1026,12312,DevTools,event
S-e143c9,32,3319.3333333333335,3,1,3,A-bd4513,Pro,0,2450,29400,DevTools,event
S-e1444a,78,4542.0,2,0,7,A-139c3b,Basic,0,0,0,HealthTech,organic
S-e14e00,69,2347.1428571428573,5,0,7,A-a7bd4b,Pro,0,294,3528,Cybersecurity,ads
S-e162d0,120,3241.3333333333335,8,0,11,A-503d5a,Basic,0,0,0,FinTech,other
S-e1820e,33,2941.3333333333335,0,1,3,A-0651a4,Enterprise,0,3781,45372,HealthTech,organic
S-e195f5,69,3282.285714285714,6,0,5,A-956988,Enterprise,0,2388,28656,EdTech,ads
S-e1d553,46,2610.25,1,0,3,A-692f18,Pro,0,0,0,EdTech,other
S-e1db7e,27,3044.6666666666665,0,1,3,A-186a44,Basic,0,380,4560,HealthTech,ads
S-e1dc0b,38,3099.25,1,1,4,A-e5d6ab,Pro,0,0,0,EdTech,partner
S-e1de58,18,2529.6666666666665,3,0,3,A-ce550d,Enterprise,0,6965,83580,HealthTech,event
S-e1e2bf,24,6766.0,0,0,2,A-7da956,Basic,1,247,2964,Cybersecurity,event
S-e1ee60,91,4406.571428571428,8,1,6,A-712533,Enterprise,0,3582,42984,EdTech,organic
S-e1fa5b,9,657.0,0,0,1,A-157070,Enterprise,1,3184,38208,FinTech,ads
S-e21910,50,2953.8,1,0,5,A-50f3f7,Basic,0,589,7068,HealthTech,partner
S-e22519,76,3350.8571428571427,1,1,7,A-f44180,Pro,0,686,8232,Cybersecurity,event
S-e23fd8,80,3203.75,2,1,8,A-cc98bc,Enterprise,0,0,0,DevTools,ads
S-e2500e,24,3509.0,1,1,3,A-5b4ebb,Basic,0,0,0,Cybersecurity,other
S-e25e6e,58,3209.6666666666665,0,0,6,A-5a92e7,Basic,0,76,912,HealthTech,ads
S-e260ff,60,1853.0,0,1,6,A-bcf87c,Enterprise,0,4179,50148,FinTech,event
S-e267d1,66,2939.1666666666665,7,0,5,A-4a4c2d,Enterprise,0,10746,128952,DevTools,event
S-e2793d,15,3807.5,0,0,2,A-4c38bc,Basic,0,684,8208,HealthTech,event
S-e2799b,65,2888.285714285714,4,1,5,A-4c56c9,Enterprise,0,2587,31044,FinTech,partner
S-e27a20,59,2836.3333333333335,9,1,6,A-ffc04f,Basic,0,247,2964,EdTech,ads
S-e27e43,49,2631.8,1,0,5,A-700ade,Enterprise,0,9552,114624,Cybersecurity,organic
S-e2981a,33,2111.0,3,0,3,A-7f4db3,Enterprise,0,3582,42984,FinTech,other
S-e2a10c,19,2004.5,0,0,2,A-118d55,Basic,0,342,4104,Cybersecurity,organic
S-e2c20a,77,3414.875,4,0,7,A-3be56b,Pro,0,3038,36456,HealthTech,event
S-e2d4e9,53,3974.8,0,0,4,A-18793f,Basic,0,0,0,EdTech,organic
S-e2e052,84,3118.5,0,0,8,A-91e948,Pro,0,2009,24108,EdTech,partner
S-e2f1fd,50,5317.4,1,1,4,A-d27f50,Pro,0,0,0,Cybersecurity,ads
S-e2fd71,39,2258.0,0,0,4,A-158f4e,Basic,0,1159,13908,FinTech,other
S-e301c9,93,3305.875,10,0,8,A-1e1b80,Enterprise,0,0,0,FinTech,other
S-e3165d,25,2128.5,2,0,4,A-3b5cd1,Pro,0,1029,12348,FinTech,event
S-e31e0c,74,3011.3333333333335,6,1,6,A-977ca0,Pro,0,4508,54096,HealthTech,partner
S-e3255c,80,3384.25,2,1,7,A-600734,Pro,0,1421,17052,DevTools,organic
S-e32789,85,1891.3,4,0,10,A-ac85cd,Pro,0,2597,31164,EdTech,partner
S-e32b16,70,3011.0,6,1,7,A-d77f4c,Enterprise,0,5771,69252,DevTools,partner
S-e32b34,85,2942.25,7,1,8,A-4c56c9,Basic,0,228,2736,FinTech,partner
S-e32bf8,54,3203.2,3,0,4,A-3ce5b8,Enterprise,0,1592,19104,FinTech,ads
S-e33883,55,2882.0,1,0,6,A-f9cc74,Pro,0,0,0,DevTools,partner
S-e338a1,47,3303.25,2,0,4,A-d40bf7,Pro,0,2891,34692,FinTech,organic
S-e339fb,36,4501.0,3,0,3,A-c1e51e,Enterprise,1,2786,33432,FinTech,organic
S-e36786,60,2451.1666666666665,2,1,6,A-5b1bcd,Basic,0,1387,16644,DevTools,organic
S-e36ccb,56,3561.1666666666665,4,1,6,A-30b4ca,Enterprise,0,17114,205368,EdTech,organic
S-e371b7,54,2774.4,3,1,4,A-310452,Enterprise,0,9950,119400,DevTools,other
S-e3903e,32,3632.0,2,0,3,A-6da850,Pro,1,1519,18228,FinTech,organic
S-e3a257,6,1140.0,2,0,1,A-84ebe4,Pro,0,882,10584,FinTech,ads
S-e3b379,27,3684.0,3,0,2,A-1f559b,Basic,0,247,2964,HealthTech,organic
S-e3c3c8,7,427.0,0,0,1,A-856b1e,Pro,0,1225,14700,FinTech,partner
S-e3dff3,75,3798.5714285714284,2,1,7,A-e98302,Pro,0,1127,13524,EdTech,ads
S-e41457,39,2571.0,1,0,4,A-5f2961,Enterprise,0,796,9552,HealthTech,partner
S-e41941,38,1217.6,1,0,4,A-aa9511,Enterprise,0,5970,71640,DevTools,other
S-e42331,10,1660.0,5,0,1,A-94f8c9,Enterprise,0,0,0,HealthTech,other
S-e43d0d,61,3318.6666666666665,2,2,6,A-de24d5,Enterprise,0,7363,88356,DevTools,other
S-e44044,83,2975.875,0,1,6,A-eb2fdc,Basic,0,589,7068,DevTools,organic
S-e44831,74,2762.0,5,0,6,A-bb2f49,Pro,0,1372,16464,Cybersecurity,other
S-e477e9,44,3519.5,1,1,4,A-c16101,Pro,0,343,4116,EdTech,other
S-e48c4d,29,1850.0,0,1,3,A-439b2f,Basic,0,133,1596,DevTools,ads
S-e4a862,45,1967.0,7,1,4,A-3ce5b8,Enterprise,0,0,0,FinTech,ads
S-e4b79e,35,1928.6,6,2,5,A-2e3bad,Pro,0,2989,35868,FinTech,other
S-e4b8fd,38,1228.75,2,1,4,A-f446b6,Pro,0,2597,31164,DevTools,ads
S-e4ba87,35,1334.25,4,0,4,A-e40f45,Basic,0,513,6156,HealthTech,organic
S-e4cb85,74,2776.714285714286,6,0,7,A-34ea2f,Basic,0,551,6612,HealthTech,organic
S-e4ce2c,58,3745.8,2,0,5,A-5ed98d,Pro,0,1176,14112,DevTools,partner
S-e4df5d,33,4695.0,1,0,3,A-65c341,Pro,0,833,9996,FinTech,ads
S-e505c1,82,3168.285714285714,7,1,7,A-8ae3fc,Pro,0,1666,19992,DevTools,ads
S-e505f2,74,2393.4285714285716,5,0,6,A-bb2f49,Pro,0,1715,20580,Cybersecurity,other
S-e50612,57,2293.5,2,1,5,A-c7e58b,Basic,0,247,2964,HealthTech,other
S-e50d84,27,3210.3333333333335,1,0,3,A-0baac2,Enterprise,0,2786,33432,FinTech,organic
S-e50f43,48,3923.0,2,0,4,A-4a4c2d,Enterprise,0,10746,128952,DevTools,event
S-e51242,62,5727.8,3,0,4,A-8145a0,Enterprise,0,1791,21492,Cybersecurity,partner
S-e53224,28,3491.5,0,1,2,A-d82ef9,Pro,0,0,0,EdTech,other
S-e56037,58,3004.1666666666665,5,0,4,A-2ebb4b,Pro,0,2009,24108,HealthTech,ads
S-e561b9,49,2587.0,3,1,2,A-d26ab4,Pro,1,882,10584,DevTools,organic
S-e567db,13,3238.0,0,0,2,A-716841,Enterprise,0,0,0,FinTech,other
S-e57a7d,68,2683.8571428571427,6,0,7,A-3f9cc0,Enterprise,0,4378,52536,HealthTech,event
S-e57fb8,36,985.6,1,2,4,A-96e141,Enterprise,0,0,0,DevTools,partner
S-e5909f,73,2146.714285714286,6,2,7,A-b44e3e,Pro,0,1960,23520,Cybersecurity,ads
S-e5a001,31,3820.0,0,0,3,A-922109,Basic,0,0,0,Cybersecurity,ads
S-e5ba1c,41,3798.0,3,0,4,A-39868b,Enterprise,0,1791,21492,FinTech,partner
S-e5bed6,41,2076.2,5,1,5,A-05f0e5,Pro,0,2842,34104,FinTech,partner
S-e5c35c,35,3459.25,0,1,4,A-66224b,Enterprise,0,18308,219696,HealthTech,other
S-e5d9a4,90,1621.7777777777778,5,1,8,A-09316c,Enterprise,0,13930,167160,FinTech,organic
S-e5efce,62,3440.5,2,2,6,A-cea1f0,Pro,0,392,4704,FinTech,event
S-e5fdf9,25,2178.0,3,0,3,A-9208f0,Basic,0,0,0,EdTech,organic
S-e6029e,70,3926.714285714286,11,2,7,A-9174e0,Enterprise,0,7363,88356,Cybersecurity,partner
S-e60306,46,3867.8,7,1,4,A-f45426,Enterprise,0,9154,109848,HealthTech,organic
S-e60430,50,1806.6,3,1,5,A-86902e,Enterprise,0,12139,145668,HealthTech,other
S-e60ba0,50,3724.4,1,0,5,A-d26ab4,Pro,0,0,0,DevTools,organic
S-e62fc9,67,3449.5714285714284,2,0,7,A-0651a4,Pro,0,784,9408,HealthTech,organic
S-e63c67,127,2805.076923076923,12,1,11,A-1f7acb,Pro,0,3136,37632,FinTech,ads
S-e64c2b,28,2582.25,0,0,4,A-c16b88,Enterprise,0,4577,54924,HealthTech,event
S-e6513c,97,3465.5555555555557,2,0,8,A-2edab2,Basic,0,323,3876,HealthTech,event
S-e6571c,26,2775.3333333333335,0,2,2,A-0be015,Basic,1,361,4332,FinTech,event
S-e66253,37,3252.25,2,0,4,A-d5a319,Enterprise,0,2985,35820,FinTech,other
S-e6678a,47,3527.25,3,0,4,A-54ecc2,Pro,0,196,2352,Cybersecurity,partner
S-e66964,58,3261.4285714285716,3,1,7,A-e6afc1,Basic,0,969,11628,DevTools,ads
S-e66f1a,42,1076.0,6,2,5,A-fa2041,Basic,0,0,0,HealthTech,organic
S-e6a17a,75,3836.714285714286,2,0,7,A-039727,Enterprise,1,4975,59700,EdTech,organic
S-e6ad38,61,3064.8333333333335,4,0,5,A-b07b56,Pro,0,1225,14700,DevTools,event
S-e6b35a,52,4082.8,0,0,4,A-3c1a3f,Basic,0,76,912,DevTools,event
S-e6b450,60,2546.1666666666665,3,0,6,A-eb1312,Pro,0,1225,14700,FinTech,partner
S-e6c842,71,3487.1428571428573,5,0,6,A-8b0451,Basic,0,779,9348,FinTech,event
S-e6c900,54,2945.1666666666665,1,0,6,A-cd458b,Pro,0,490,5880,DevTools,other
S-e6ce29,55,3116.1666666666665,5,0,4,A-76fa4d,Enterprise,0,13731,164772,HealthTech,event
S-e6cfc1,67,3241.5714285714284,2,0,6,A-1e6fc3,Basic,1,0,0,EdTech,other
S-e6dee4,19,2744.0,0,0,2,A-029f69,Pro,0,147,1764,Cybersecurity,event
S-e6e96f,48,2892.75,1,0,4,A-cbd1a3,Enterprise,0,0,0,DevTools,other
S-e6f639,27,3411.6666666666665,0,0,3,A-37f969,Pro,0,1470,17640,HealthTech,partner
S-e702a4,56,3924.2,1,2,5,A-78f02b,Enterprise,0,3582,42984,HealthTech,event
S-e71203,54,3241.2,3,0,4,A-117171,Enterprise,0,8955,107460,HealthTech,organic
S-e715bb,48,5401.75,5,0,4,A-6a4e2d,Basic,0,266,3192,EdTech,partner
S-e71f4a,57,3782.8333333333335,4,0,5,A-5a184f,Basic,0,133,1596,DevTools,other
S-e72beb,34,4989.0,2,0,3,A-712533,Pro,0,3430,41160,EdTech,organic
S-e73303,46,2733.0,3,0,5,A-ba6516,Enterprise,0,7562,90744,FinTech,ads
S-e73cdf,50,3411.4,2,0,5,A-b7ef83,Enterprise,0,8756,105072,Cybersecurity,partner
S-e740b4,118,4519.5,5,1,9,A-5c9849,Basic,0,1235,14820,EdTech,partner
S-e7416c,48,2931.0,2,0,6,A-6dee43,Pro,0,784,9408,FinTech,other
S-e746d2,48,2948.5,0,1,3,A-977ca0,Enterprise,0,18109,217308,HealthTech,partner
S-e74ca1,40,1595.8,7,1,5,A-59f724,Basic,0,0,0,HealthTech,other
S-e753fa,40,1331.6,2,0,5,A-a6d261,Pro,0,1372,16464,FinTech,other
S-e76552,22,3285.3333333333335,5,0,3,A-474ad4,Pro,0,392,4704,EdTech,organic
S-e768c6,45,1705.8,4,0,5,A-9289f6,Basic,0,418,5016,EdTech,event
